lgacode21,1_149_hhds_with_indig_persons,1_149_other_hhds,1_149_total_hhds,150_299_hhds_with_indig_persons,150_299_other_hhds,150_299_total_hhds,300_399_hhds_with_indig_persons,300_399_other_hhds,300_399_total_hhds,400_499_hhds_with_indig_persons,400_499_other_hhds,400_499_total_hhds,500_649_hhds_with_indig_persons,500_649_other_hhds,500_649_total_hhds,650_799_hhds_with_indig_persons,650_799_other_hhds,650_799_total_hhds,800_999_hhds_with_indig_persons,800_999_other_hhds,800_999_total_hhds,1000_1249_hhds_with_indig_persons,1000_1249_other_hhds,1000_1249_total_hhds,1250_1499_hhds_with_indig_persons,1250_1499_other_hhds,1250_1499_total_hhds,1500_1749_hhds_with_indig_persons,1500_1749_other_hhds,1500_1749_total_hhds,1750_1999_hhds_with_indig_persons,1750_1999_other_hhds,1750_1999_total_hhds,2000_2499_hhds_with_indig_persons,2000_2499_other_hhds,2000_2499_total_hhds,2500_2999_hhds_with_indig_persons,2500_2999_other_hhds,2500_2999_total_hhds,3000_3499_hhds_with_indig_persons,3000_3499_other_hhds,3000_3499_total_hhds,3500_more_hhds_with_indig_persons,3500_more_other_hhds,3500_more_total_hhds
10050,5,112,122,29,309,337,36,534,571,56,1478,1538,77,1241,1317,76,1482,1560,68,1514,1580,78,1687,1762,105,1644,1753,78,1261,1343,56,1179,1238,103,2373,2479,55,1455,1511,37,1123,1160,77,2067,2143
10180,10,70,85,33,148,182,40,244,278,56,674,730,44,544,583,91,729,817,77,718,797,69,754,822,76,765,842,71,566,635,40,590,632,101,1034,1132,44,620,661,26,474,501,34,1056,1093
10250,12,132,144,11,197,207,24,379,400,43,1224,1269,38,1006,1041,50,1306,1350,52,1317,1369,73,1366,1437,66,1369,1436,48,959,1001,41,945,984,98,1802,1904,63,1142,1206,40,889,932,85,1977,2067
10300,0,0,3,3,6,12,3,21,21,0,56,57,5,26,38,7,37,47,8,38,47,4,67,67,3,45,46,0,38,38,5,53,60,4,72,81,7,35,40,0,27,28,0,51,54
10470,10,88,98,15,160,181,26,352,380,58,898,951,61,675,736,86,890,975,94,974,1067,115,1149,1257,120,1084,1199,78,867,946,73,824,894,159,1662,1824,104,1136,1239,79,832,903,113,1800,1911
10500,6,442,450,21,711,733,32,1345,1379,47,2980,3023,43,1953,1993,36,3063,3099,48,3153,3203,55,3862,3910,66,4206,4270,58,3730,3788,58,3572,3634,115,7990,8106,89,4888,4976,88,4638,4726,210,12039,12247
10550,8,140,149,16,228,243,20,395,418,36,1222,1256,28,876,899,47,1256,1298,56,1133,1186,54,1250,1306,70,1162,1233,44,765,806,34,750,785,65,1304,1372,37,754,790,23,541,567,46,917,964
10600,5,44,45,0,81,84,14,173,186,7,438,446,16,287,306,28,407,434,17,408,428,25,427,450,22,399,424,15,279,297,17,262,282,33,423,456,25,265,291,14,193,209,18,324,335
10650,0,18,18,0,47,49,0,88,89,8,312,326,4,215,218,17,334,346,20,258,274,8,276,291,3,269,273,10,154,160,7,157,165,16,270,290,8,169,178,8,121,127,7,198,202
10750,37,514,549,95,1060,1151,148,2096,2244,336,4609,4942,296,3078,3373,355,5117,5469,373,5274,5649,374,6663,7037,396,7553,7950,285,6391,6668,271,6317,6588,571,14954,15526,375,10843,11214,242,9809,10053,520,23037,23562
10800,3,20,23,0,28,32,3,57,60,6,165,173,8,88,98,16,147,163,17,132,145,18,143,162,12,139,147,13,88,100,8,108,113,13,217,233,16,117,127,5,98,102,9,161,169
10850,0,21,21,0,41,36,8,55,64,3,163,166,9,113,121,8,181,188,14,168,181,10,171,180,19,206,219,16,135,151,8,139,142,26,279,306,9,211,218,16,139,156,22,289,316
10900,4,195,204,10,359,368,19,572,590,38,1811,1849,32,1353,1382,54,1679,1733,42,1771,1812,72,2156,2222,87,2144,2228,64,1561,1625,57,1574,1633,128,3251,3379,101,2132,2229,88,1987,2070,191,5025,5219
10950,0,8,10,3,5,7,8,23,29,11,62,72,16,36,50,16,40,53,10,56,61,15,42,58,13,50,57,12,36,49,8,34,49,19,66,87,16,45,58,3,30,41,17,92,108
11150,3,5,10,9,3,11,0,3,11,10,36,43,9,13,24,24,29,50,23,21,43,15,32,47,15,39,56,13,25,31,17,28,45,28,59,86,11,26,36,9,40,48,22,58,78
11200,3,4,8,21,0,24,24,4,32,23,13,42,16,4,19,32,5,39,23,18,38,22,17,38,19,8,22,8,9,14,8,7,17,18,20,44,10,11,16,5,7,16,11,23,33
11250,3,45,52,16,116,137,25,220,249,45,752,800,57,386,440,59,517,579,58,503,562,66,497,560,70,462,524,42,304,349,47,303,349,64,591,657,46,352,401,39,286,324,63,499,567
11300,0,124,124,0,184,189,0,362,362,10,600,606,3,485,492,0,676,676,5,702,709,8,857,861,0,964,972,4,747,750,8,706,715,21,1653,1670,11,947,963,9,915,917,11,2709,2722
11350,3,85,93,8,142,148,9,273,284,17,742,754,21,682,701,23,695,718,25,776,802,25,908,931,20,939,959,25,700,720,23,703,730,39,1337,1378,27,830,861,27,653,679,46,1765,1815
11400,0,28,29,0,58,61,10,98,107,13,318,331,9,205,211,16,355,373,23,267,289,17,331,345,26,320,348,18,241,256,19,225,243,42,453,498,20,288,307,20,266,283,31,653,680
11450,3,127,131,8,187,195,19,366,380,35,975,1008,37,794,831,65,1311,1371,50,1397,1451,88,1869,1956,95,1993,2092,110,1905,2013,112,1980,2092,248,4836,5080,228,3937,4166,152,3468,3618,391,7960,8348
11500,25,244,274,56,640,699,98,1219,1317,170,2797,2967,196,2003,2194,231,3055,3289,232,3356,3579,257,3886,4144,250,4230,4475,193,3496,3691,189,3296,3487,350,6858,7214,244,4550,4792,178,3432,3609,313,6770,7086
11520,4,237,244,4,325,328,10,559,567,10,1195,1206,14,853,867,10,1284,1295,9,1355,1370,13,1711,1724,16,1879,1895,10,1590,1598,23,1604,1624,32,3872,3903,22,2320,2344,27,2603,2627,68,10375,10438
11570,4,771,780,50,1811,1866,60,3565,3623,84,6975,7059,59,4482,4539,92,7539,7628,92,7043,7138,81,8400,8475,100,8688,8789,89,6509,6601,59,6299,6362,151,12014,12165,126,8125,8250,87,6465,6547,198,16146,16346
11600,0,8,4,0,10,17,7,20,24,3,49,57,8,34,43,3,42,43,11,58,65,19,67,91,7,65,74,13,68,75,3,55,54,13,97,108,6,61,64,3,42,45,14,86,93
11650,40,820,860,104,1448,1551,198,2991,3188,360,8834,9192,332,6746,7077,512,8728,9237,546,8269,8816,621,8953,9580,653,9018,9668,573,6562,7139,481,6547,7029,956,12833,13786,704,8607,9312,503,7225,7722,937,15916,16857
11700,4,8,6,8,7,16,16,15,24,24,40,63,17,18,33,22,26,43,23,30,53,29,27,54,8,24,32,8,16,28,9,11,22,18,41,56,0,8,16,8,7,15,10,27,43
11720,9,127,134,34,208,244,50,474,530,99,1403,1501,108,987,1096,185,1443,1626,196,1394,1588,186,1524,1714,220,1486,1712,158,1171,1335,162,1070,1235,350,2233,2575,251,1442,1693,164,1112,1283,252,2051,2310
11730,7,149,160,30,303,335,65,593,659,97,1795,1891,91,1229,1317,144,1929,2071,137,1733,1871,165,1761,1921,146,1533,1677,130,1015,1143,112,987,1102,189,1658,1849,108,921,1030,55,656,713,109,1065,1172
11750,5,12,12,0,11,14,8,35,41,11,101,107,12,34,44,24,53,71,13,62,78,15,70,83,7,73,79,12,55,67,13,64,74,28,126,156,18,67,89,32,81,113,39,146,186
11800,17,183,203,32,386,414,60,709,768,100,2036,2138,113,1734,1843,143,2166,2312,149,2013,2164,174,2248,2426,188,2332,2516,143,1570,1708,108,1549,1661,223,2817,3040,169,1736,1907,99,1298,1400,174,2555,2731
12000,0,16,20,0,20,21,4,39,45,5,139,140,4,75,84,11,125,135,12,114,122,11,111,123,12,114,126,4,80,90,10,63,72,13,159,173,8,107,114,6,67,76,6,122,131
12150,11,9,19,15,9,21,29,21,54,37,87,123,25,41,69,36,49,90,46,51,94,42,52,95,39,70,109,27,44,75,21,41,63,38,91,131,17,47,66,22,26,39,28,68,100
12160,0,36,36,5,91,95,16,138,159,23,408,435,20,247,267,43,399,439,23,326,353,39,344,378,32,276,312,24,213,240,19,197,220,28,359,382,22,209,229,14,178,185,22,304,324
12350,3,34,42,10,87,94,20,156,180,30,477,507,24,261,286,60,443,500,33,379,412,42,395,438,41,363,406,28,245,274,31,199,231,52,409,458,28,227,254,10,149,161,28,269,297
12380,10,448,454,29,1052,1081,27,1904,1935,39,3729,3775,55,2498,2552,56,4156,4218,71,4034,4107,59,4978,5037,62,5166,5229,40,4093,4132,40,3838,3876,73,8175,8250,58,5213,5268,38,4416,4452,86,10244,10330
12390,24,81,103,60,165,228,76,335,411,186,1040,1222,161,623,784,241,958,1199,245,999,1242,277,1143,1427,279,1175,1454,225,899,1128,214,884,1097,429,1875,2302,262,1158,1420,185,895,1082,305,1887,2199
12700,0,11,13,4,38,43,3,75,79,15,225,239,7,160,167,17,234,256,18,213,229,21,250,267,24,268,292,24,161,180,19,192,208,36,319,358,9,235,245,17,176,187,43,399,446
12730,3,24,27,4,43,47,3,109,114,9,266,277,16,170,185,17,257,273,14,255,260,32,261,289,17,244,266,13,169,182,15,150,166,17,319,329,13,177,186,4,125,134,15,222,243
12750,8,144,154,16,224,237,18,464,481,76,1379,1456,50,958,1010,89,1558,1649,97,1335,1432,84,1416,1505,129,1406,1533,65,844,907,77,800,876,123,1351,1480,55,746,805,36,554,588,59,969,1027
12850,7,412,422,6,947,954,31,1919,1949,55,3741,3791,50,2429,2480,53,4776,4824,61,4412,4475,68,4766,4841,57,4675,4729,38,3457,3491,31,3275,3305,57,5719,5777,48,4025,4070,37,3021,3056,83,6663,6751
12870,0,39,45,0,90,90,9,145,150,9,466,481,14,342,348,14,443,455,7,375,383,14,411,431,8,384,392,23,277,299,13,276,283,15,491,507,13,278,288,9,212,217,9,278,284
12900,7,26,35,10,30,41,20,84,102,32,274,308,28,140,169,58,265,317,40,223,262,47,246,297,37,229,265,31,137,165,29,145,177,62,262,319,34,173,205,31,144,175,35,280,315
12930,6,385,393,7,571,583,15,1026,1039,25,2407,2428,18,1695,1716,23,2483,2507,29,2536,2567,34,3241,3281,47,3458,3506,29,2720,2742,28,2834,2861,65,6024,6089,44,3926,3970,53,3618,3670,108,10788,10897
12950,8,19,22,3,18,26,19,43,68,26,113,137,25,71,89,27,91,118,20,107,125,28,119,140,33,106,138,15,55,68,14,69,85,15,126,141,16,61,72,8,49,53,11,75,88
13010,5,43,50,9,76,86,15,142,154,36,418,451,25,210,230,43,347,390,33,274,307,27,237,265,27,234,262,19,160,172,21,160,182,24,251,274,13,131,141,8,81,93,9,159,169
13310,8,88,90,7,171,179,19,292,307,48,872,920,34,591,628,49,769,811,45,746,791,42,848,887,57,851,906,45,654,697,47,597,640,85,1255,1340,63,808,869,32,636,671,85,1188,1270
13340,0,33,31,5,47,50,3,71,76,13,285,302,9,162,170,18,294,306,16,247,260,8,295,306,19,288,310,13,199,205,5,201,208,20,390,417,5,262,273,11,208,216,16,353,372
13450,6,53,55,15,88,101,28,174,208,43,495,534,26,255,285,44,457,499,45,513,559,71,616,685,42,637,682,43,505,545,32,574,611,80,1116,1190,46,702,750,37,520,555,44,1096,1143
13550,3,23,23,17,53,71,20,77,102,32,306,341,37,177,217,61,247,314,53,246,304,79,247,330,72,267,334,57,191,249,57,200,259,94,411,505,58,258,319,45,235,278,77,535,611
13660,4,19,22,4,30,39,8,56,63,13,185,198,10,92,101,19,168,188,24,153,180,12,149,165,16,129,147,3,97,100,10,83,92,17,126,141,4,72,82,0,51,52,7,91,101
13800,8,138,148,12,224,228,29,368,396,51,1112,1161,65,718,783,72,1097,1171,85,1056,1144,74,1298,1371,107,1444,1545,74,1140,1216,91,1239,1334,193,2585,2772,135,1876,2011,98,1614,1712,236,3961,4195
13850,0,14,14,6,18,23,0,36,36,9,96,101,0,51,56,9,69,82,10,74,80,11,66,77,16,77,87,12,55,62,3,54,55,16,96,115,11,50,58,0,33,31,7,72,72
13910,0,51,59,10,111,122,16,227,242,34,702,734,26,353,386,35,613,647,40,560,596,53,587,641,34,518,553,30,343,370,27,341,367,49,641,687,33,369,404,10,283,296,24,480,511
14000,0,314,320,7,478,484,5,696,701,23,1722,1742,10,1511,1519,11,1990,2001,22,2115,2133,22,2634,2652,27,2888,2910,22,2368,2390,28,2314,2342,50,5383,5437,30,3643,3680,24,4054,4071,142,15724,15874
14100,0,31,31,0,64,64,0,78,78,4,160,161,0,122,122,0,155,155,0,155,156,4,195,201,5,206,210,0,160,160,0,165,165,8,387,395,0,220,220,0,241,241,4,1951,1962
14170,5,397,403,35,673,710,48,1363,1409,75,2728,2805,49,1954,2005,57,2609,2661,67,2897,2964,86,3764,3850,76,4113,4194,70,3592,3658,59,3597,3649,115,8321,8436,91,4373,4459,75,5104,5177,289,22618,22904
14220,3,46,55,22,97,119,24,195,221,62,537,598,46,323,369,82,526,611,85,498,590,67,472,537,96,466,556,47,315,358,57,319,373,75,565,638,28,269,298,21,215,233,36,352,393
14300,0,12,14,0,14,20,4,41,47,6,163,163,16,108,118,8,144,148,20,154,170,13,142,154,7,146,154,10,112,119,12,118,128,20,177,200,7,137,148,5,112,117,5,181,192
14350,10,90,101,26,171,197,61,318,377,91,998,1092,93,622,714,116,1048,1163,128,918,1043,145,865,1010,149,811,961,77,552,630,77,456,530,132,831,967,77,460,538,40,322,365,64,504,573
14400,0,43,46,5,83,88,4,122,122,3,457,458,0,329,333,15,490,505,17,500,518,15,626,648,16,629,643,13,391,399,14,444,461,30,921,948,28,608,628,26,557,581,55,1516,1568
14500,0,291,288,0,342,342,0,407,407,4,937,936,0,905,913,7,1266,1266,4,1344,1347,4,1803,1808,5,1920,1929,7,1622,1630,3,1716,1722,14,3756,3775,6,2312,2324,11,2759,2774,70,17089,17162
14550,0,36,39,3,84,91,6,167,167,19,425,439,20,227,244,24,329,352,22,320,343,24,334,354,21,252,270,16,187,201,8,159,172,16,273,284,7,131,144,6,94,98,9,166,170
14600,4,24,27,19,30,49,25,41,65,30,164,190,28,76,101,43,152,194,32,132,162,33,122,152,37,106,148,36,107,135,30,111,140,36,167,204,29,92,118,12,77,87,20,119,141
14650,26,479,509,75,868,937,113,1664,1777,255,5192,5448,203,3602,3800,323,4957,5281,347,4844,5191,366,5446,5817,416,5266,5687,318,3924,4248,339,3749,4088,699,8190,8883,499,5705,6209,359,4992,5352,678,10416,11090
14700,0,77,77,3,111,116,3,189,195,0,382,381,9,327,338,0,392,398,5,449,450,4,633,640,4,724,726,0,753,756,8,744,754,12,1781,1792,5,913,916,9,1107,1114,37,5856,5890
14750,6,20,20,8,56,63,16,94,111,24,263,289,24,171,194,23,249,272,26,272,301,18,274,292,23,315,340,33,196,226,23,216,239,36,409,441,32,251,279,17,179,201,22,326,350
14850,10,103,111,17,223,242,36,520,559,61,1340,1404,65,1032,1094,79,1190,1261,93,1228,1321,109,1347,1460,117,1314,1437,72,922,995,71,895,967,153,1666,1818,90,1045,1133,52,680,735,100,1256,1351
14870,5,80,83,17,141,157,20,268,293,43,833,881,43,429,472,61,619,678,60,573,635,60,567,632,56,541,593,35,384,419,37,355,388,75,676,755,36,414,447,31,318,354,83,678,760
14900,21,353,377,37,819,859,75,1553,1631,107,3083,3192,77,2119,2195,113,3771,3892,112,3936,4045,111,4570,4685,133,4816,4948,102,3906,4011,98,3851,3950,166,7940,8106,125,5687,5817,99,4596,4696,201,10782,10984
14920,7,13,21,13,40,52,29,75,100,44,229,271,34,116,152,42,207,252,49,198,243,41,198,239,39,176,211,25,124,148,23,106,129,56,209,267,24,96,117,15,109,132,24,187,210
14950,0,11,11,0,13,13,3,27,29,9,114,122,3,50,51,13,75,89,4,85,88,9,87,100,10,99,102,4,61,63,6,66,73,6,113,119,3,57,62,6,56,56,4,76,86
15050,5,166,171,31,279,317,49,544,594,101,1726,1833,124,1178,1300,148,1831,1979,185,1864,2042,214,2023,2240,216,2111,2325,213,1675,1880,246,1642,1888,421,3645,4062,266,2487,2753,202,2030,2235,342,4056,4397
15240,21,358,380,62,577,637,108,1211,1317,213,3664,3874,182,2460,2639,288,3915,4202,285,3255,3543,300,3303,3602,305,3045,3347,188,1833,2018,180,1711,1890,331,2804,3134,138,1588,1731,89,1130,1221,179,1998,2174
15270,3,66,79,14,131,151,16,240,256,39,732,768,36,405,437,46,625,672,51,598,650,63,562,625,66,549,614,52,440,487,44,429,471,94,944,1037,68,595,667,66,483,551,95,1077,1173
15300,3,22,28,22,36,54,33,54,86,59,203,267,50,126,174,70,168,241,65,189,250,96,209,308,88,191,281,38,180,218,56,155,211,100,344,443,61,222,282,36,176,205,48,390,443
15350,0,65,65,0,105,106,0,126,126,0,287,287,0,282,282,0,319,322,3,377,382,0,532,531,3,522,530,5,539,540,3,486,489,5,1203,1209,0,501,502,0,649,650,21,4693,4710
15520,5,44,46,0,79,81,8,114,120,19,361,378,13,264,276,15,415,434,13,363,377,18,379,398,17,397,408,17,215,232,11,229,244,25,422,443,11,243,253,14,212,218,19,403,428
15560,3,14,17,4,15,15,3,22,27,12,83,95,0,48,50,6,78,84,12,83,98,9,92,104,13,93,102,8,72,79,7,87,94,17,132,148,9,61,63,5,41,44,8,93,99
15650,4,28,33,11,58,74,16,142,163,24,348,372,54,243,291,34,324,360,62,311,378,79,367,447,55,303,364,44,283,322,58,260,316,100,597,697,62,327,393,46,365,414,93,677,772
15700,3,65,67,19,150,165,17,273,293,62,839,900,39,626,659,66,793,861,63,687,754,53,636,691,71,603,669,41,356,399,38,332,375,47,518,562,43,290,334,26,232,256,40,374,405
15750,7,27,31,27,51,68,30,89,120,40,268,308,52,163,219,42,250,291,53,257,309,63,281,345,57,231,289,50,185,234,35,205,241,98,421,515,55,256,302,41,229,275,72,430,504
15800,6,23,21,8,29,33,13,45,60,25,175,197,17,104,126,32,170,201,34,131,164,22,155,173,19,176,194,19,95,113,10,99,113,41,156,198,15,92,104,12,73,88,9,118,119
15850,5,18,22,10,26,35,20,62,81,30,156,186,26,69,98,29,130,162,43,109,153,39,132,165,50,100,152,34,88,126,20,88,109,72,157,229,43,87,131,23,72,92,36,156,192
15900,16,370,391,83,759,846,113,1541,1656,152,3952,4110,175,2623,2801,200,3312,3511,252,3681,3933,261,4158,4417,298,4242,4540,219,3432,3645,231,3331,3558,514,6944,7460,331,4519,4848,241,4263,4500,522,10194,10722
15950,0,173,178,3,240,245,3,424,429,8,764,766,9,793,803,7,885,890,9,1050,1055,4,1479,1481,13,1652,1664,14,1593,1606,13,1628,1641,16,4122,4140,15,1556,1575,10,2419,2425,71,11538,11612
15990,4,566,571,6,771,784,13,1190,1201,12,3109,3118,11,2574,2587,29,3311,3339,32,3469,3504,34,4488,4524,55,4692,4743,53,4018,4076,33,4175,4209,102,9223,9322,77,6071,6145,85,6601,6685,320,32449,32770
16100,0,22,22,0,30,29,6,56,59,6,154,162,11,86,93,11,130,143,6,123,133,12,132,145,8,141,151,5,113,116,8,113,119,13,198,211,7,128,128,3,105,111,17,196,212
16150,3,107,111,28,172,197,58,353,407,81,943,1019,86,653,730,82,862,944,108,916,1027,89,1051,1136,111,1011,1119,85,831,920,88,799,886,157,1667,1824,122,1126,1243,67,927,996,141,2131,2270
16200,12,26,38,18,76,90,23,146,173,62,422,481,39,231,273,50,344,397,62,338,398,80,341,423,78,327,409,52,215,267,49,249,300,69,459,532,53,315,372,53,226,278,56,427,483
16260,6,564,571,16,978,996,44,1799,1840,48,3345,3388,51,2513,2564,46,3641,3686,61,4258,4321,60,5723,5780,90,6235,6323,72,5487,5554,73,5295,5366,111,12113,12223,70,7220,7287,58,6940,7000,138,18323,18459
16350,21,311,331,69,626,694,105,1282,1386,183,3028,3214,199,2290,2493,258,3434,3686,277,3771,4049,309,4603,4914,379,4966,5346,322,4177,4498,303,4106,4408,642,8772,9412,492,6044,6537,332,5079,5407,738,10742,11478
16380,18,250,263,28,449,475,60,860,923,105,2641,2750,104,2124,2229,155,2968,3119,148,2695,2843,172,2807,2974,211,2805,3010,158,1675,1834,161,1645,1808,271,2942,3209,149,1924,2070,120,1412,1533,199,2812,3017
16400,13,193,209,23,295,321,47,615,655,66,1883,1949,94,1568,1662,156,2155,2312,144,1982,2131,192,2238,2430,187,2142,2335,143,1442,1581,141,1328,1471,254,2676,2930,177,1658,1839,123,1350,1469,251,2614,2858
16490,0,84,84,18,171,187,23,320,341,43,802,844,30,580,612,41,768,806,44,925,973,53,1212,1260,62,1279,1340,62,1205,1272,73,1230,1299,114,2610,2717,97,1659,1759,98,1787,1882,264,5855,6122
16550,3,355,365,29,634,661,60,1151,1211,81,2101,2176,42,1408,1444,49,1824,1877,60,1962,2023,69,2526,2587,73,2576,2648,43,2203,2239,57,2364,2422,99,5492,5589,73,3177,3252,61,3534,3597,210,14929,15144
16610,5,74,79,9,108,113,28,236,261,55,761,818,42,560,600,55,781,837,68,705,775,79,736,811,78,620,699,68,443,514,44,407,449,81,717,795,43,424,468,24,267,300,41,436,473
16700,0,372,370,11,573,589,5,955,966,6,1824,1830,11,1482,1489,10,2013,2028,13,2223,2240,19,2896,2915,24,3184,3205,18,2629,2648,19,2545,2568,41,6036,6083,23,3441,3463,33,3424,3455,80,11461,11539
16900,4,128,131,23,311,333,33,582,620,82,1648,1736,56,1107,1163,101,1797,1895,107,1734,1837,120,1771,1896,131,1814,1945,109,1385,1503,112,1424,1535,204,2885,3091,165,2069,2236,104,1805,1914,207,3290,3496
16950,7,369,383,57,533,590,97,1008,1103,190,3351,3542,162,2442,2612,285,3579,3864,275,3053,3329,271,3375,3644,293,3316,3607,197,2169,2369,174,2110,2286,348,3689,4030,203,2229,2432,149,1608,1758,225,3165,3391
17000,4,51,53,10,83,93,12,135,150,39,394,437,28,269,301,52,374,422,46,368,415,50,450,498,53,471,520,43,346,394,51,371,420,107,875,982,78,585,663,71,576,643,149,1480,1627
17040,3,50,52,6,101,109,6,192,197,13,518,528,7,338,348,20,504,520,18,508,529,20,538,561,30,543,570,15,407,420,14,414,429,37,868,903,43,520,559,17,490,514,42,1002,1045
17080,4,42,43,9,70,80,12,136,144,18,466,487,20,276,300,38,430,465,31,404,431,35,403,437,42,400,442,29,274,307,22,271,294,46,526,572,29,335,363,11,239,251,37,425,461
17100,0,87,88,4,163,167,0,302,302,3,521,523,6,456,460,3,628,633,8,708,718,7,934,947,8,1026,1035,14,867,879,0,878,881,11,1905,1920,10,1231,1236,9,1165,1166,21,3448,3473
17150,12,544,551,13,740,751,30,1222,1250,50,3474,3518,45,2416,2457,59,3349,3408,51,3574,3627,85,4509,4599,94,4779,4878,83,3814,3895,93,3931,4018,194,8881,9076,167,6168,6339,142,6481,6618,472,22165,22635
17200,21,596,623,68,1290,1356,114,2276,2390,138,3322,3463,77,2537,2621,98,2949,3051,94,3665,3762,105,4875,4981,121,5213,5338,93,4936,5024,88,5121,5201,170,12821,12990,83,5185,5273,90,6968,7058,313,26380,26692
17310,16,147,172,56,281,336,111,530,634,196,1456,1647,152,1020,1170,244,1501,1740,252,1431,1682,301,1647,1944,306,1543,1853,224,1050,1279,195,1187,1380,395,2214,2608,249,1358,1608,171,1093,1257,257,1934,2191
17350,0,25,25,3,38,44,0,64,66,14,221,231,5,147,154,9,193,198,3,173,181,9,192,198,3,178,180,10,115,127,6,137,145,15,189,198,9,133,135,6,96,102,5,173,178
17400,0,30,34,14,70,82,6,125,137,21,360,376,29,195,222,19,279,300,16,222,240,12,229,237,13,213,226,12,115,127,16,112,126,15,184,192,3,89,90,6,57,59,4,119,123
17420,3,361,367,0,384,384,6,465,469,7,1467,1475,10,1166,1171,15,1801,1819,15,1953,1965,22,2477,2496,31,2843,2868,29,2381,2410,27,2578,2610,62,6115,6177,57,4726,4785,50,5011,5059,227,21370,21600
17550,8,284,290,27,479,504,49,909,956,98,2786,2880,117,2340,2457,131,2970,3104,143,2740,2882,163,2898,3062,176,2829,3004,111,1883,1998,129,1744,1877,249,3376,3625,167,2084,2251,105,1675,1783,211,3161,3366
17620,4,47,47,8,88,99,11,117,132,34,373,410,16,246,262,27,372,393,33,297,335,25,389,411,42,380,423,22,243,271,31,244,272,57,524,581,34,325,360,26,280,309,55,551,598
17640,4,37,39,3,42,49,0,99,100,0,233,232,0,143,150,10,199,209,9,207,210,10,225,228,6,235,243,13,165,175,9,173,175,17,333,347,13,176,189,11,154,164,20,392,405
17650,3,21,20,3,32,32,10,46,62,16,181,201,17,100,109,22,169,197,21,160,176,19,148,170,18,171,188,18,123,142,19,110,130,26,215,249,12,118,127,12,103,116,13,183,201
17750,19,123,138,42,281,322,64,490,551,104,1336,1441,120,966,1089,129,1316,1448,138,1441,1574,142,1745,1888,167,1760,1922,114,1314,1431,139,1421,1559,223,2693,2914,166,1727,1901,113,1431,1538,167,2751,2917
17850,0,10,10,5,28,32,3,30,32,4,110,116,3,53,57,10,88,104,5,71,78,9,78,84,12,81,91,6,59,68,7,49,54,5,114,122,4,57,61,0,31,31,6,89,94
17900,0,11,10,14,24,35,12,65,72,33,161,195,30,64,92,43,90,136,39,105,145,28,95,122,29,97,128,10,42,60,18,61,78,40,88,130,11,59,75,13,40,51,30,86,110
17950,0,11,11,7,9,21,0,16,21,12,70,80,8,36,41,19,48,67,20,56,74,9,64,71,13,53,66,15,48,62,17,40,51,7,63,80,6,42,51,10,41,54,10,70,79
18020,5,30,30,9,51,58,7,109,118,26,381,411,38,147,186,45,269,313,39,225,265,36,246,279,34,226,258,30,140,172,24,153,179,37,256,295,15,130,141,14,77,92,26,176,203
18050,0,128,128,3,243,247,0,356,361,6,765,770,4,626,631,3,744,753,8,867,872,0,1166,1167,17,1205,1222,9,1128,1139,14,1203,1218,29,2846,2875,12,1441,1448,12,1918,1936,51,10478,10526
18100,0,25,25,0,22,24,0,57,55,3,147,156,3,82,85,8,133,136,6,134,138,7,124,130,18,107,124,7,76,84,0,54,60,10,102,104,9,64,69,0,37,42,3,86,82
18200,0,15,15,10,35,42,15,54,66,14,156,169,13,107,120,14,173,189,16,181,201,25,141,169,16,167,177,11,107,122,7,133,146,12,247,260,8,138,151,10,119,126,9,254,260
18250,0,213,212,0,295,299,4,392,397,7,823,832,0,678,677,0,826,830,6,950,956,7,1281,1291,4,1366,1371,3,1214,1222,7,1254,1262,22,2881,2900,6,1528,1539,8,1798,1802,49,9886,9937
18350,3,176,179,6,231,241,5,386,393,15,1189,1203,25,782,809,36,1226,1257,39,1237,1276,53,1435,1483,46,1434,1484,39,990,1027,33,1078,1104,78,2005,2084,42,1375,1420,34,1186,1220,103,3171,3275
18400,4,92,94,5,107,115,17,221,235,32,696,731,24,460,482,46,784,826,49,775,825,50,966,1021,58,1030,1091,60,808,858,54,858,919,130,1882,2014,112,1446,1562,81,1398,1485,214,3406,3616
18450,20,515,533,77,1042,1117,114,2072,2190,204,5146,5357,168,3469,3640,220,4743,4967,204,4663,4870,231,5171,5402,264,5254,5517,200,3969,4164,169,4000,4171,391,8165,8549,274,5721,5994,235,4945,5184,458,12451,12907
18500,0,125,124,0,162,162,0,227,227,0,486,486,3,476,482,0,534,534,0,671,670,4,838,846,10,900,908,4,834,836,3,959,963,7,2114,2124,15,847,856,6,1354,1358,49,9323,9373
18710,0,32,33,3,44,47,3,69,71,8,201,211,13,171,178,14,211,225,12,268,278,9,311,317,12,346,361,18,297,317,13,298,316,21,559,575,28,421,443,20,447,474,57,1550,1606
19399,0,3,3,0,0,0,0,7,10,0,16,14,0,10,10,0,12,13,0,16,16,0,22,28,0,33,31,3,13,17,0,31,27,0,40,39,6,25,24,0,14,21,0,32,32
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
