lgacode16,1_149_hhds_with_indig_persons,1_149_other_hhds,1_149_total_hhds,150_299_hhds_with_indig_persons,150_299_other_hhds,150_299_total_hhds,300_399_hhds_with_indig_persons,300_399_other_hhds,300_399_total_hhds,400_499_hhds_with_indig_persons,400_499_other_hhds,400_499_total_hhds,500_649_hhds_with_indig_persons,500_649_other_hhds,500_649_total_hhds,650_799_hhds_with_indig_persons,650_799_other_hhds,650_799_total_hhds,800_999_hhds_with_indig_persons,800_999_other_hhds,800_999_total_hhds,1000_1249_hhds_with_indig_persons,1000_1249_other_hhds,1000_1249_total_hhds,1250_1499_hhds_with_indig_persons,1250_1499_other_hhds,1250_1499_total_hhds,1500_1999_hhds_with_indig_persons,1500_1999_other_hhds,1500_1999_total_hhds,2000_2499_hhds_with_indig_persons,2000_2499_other_hhds,2000_2499_total_hhds,2500_2999_hhds_with_indig_persons,2500_2999_other_hhds,2500_2999_total_hhds,3000_more_hhds_with_indig_persons,3000_more_other_hhds,3000_more_total_hhds
22110,4,191,196,23,461,485,31,732,761,49,1892,1937,45,1075,1115,70,1923,1985,55,1509,1563,57,1631,1687,58,1348,1405,46,1626,1671,24,1139,1162,17,568,590,20,767,788
22170,8,302,310,14,931,949,15,1418,1432,46,3453,3503,35,2393,2429,42,3511,3557,54,3698,3756,64,4371,4435,57,3932,3991,82,6080,6163,68,5357,5426,50,3249,3291,61,4701,4766
22250,0,60,59,4,113,115,5,196,200,5,470,479,3,279,283,9,448,460,12,375,379,13,398,417,12,319,328,8,404,408,4,264,268,0,115,115,3,161,160
22310,0,475,470,0,944,949,3,1111,1109,4,2616,2617,3,1978,1978,13,2736,2749,17,2825,2838,11,3618,3630,6,3339,3347,14,5630,5645,14,5390,5402,11,3534,3544,35,11764,11803
22410,4,83,87,10,226,237,14,295,305,13,763,777,13,419,431,19,704,722,24,579,603,22,669,698,11,533,547,22,752,774,23,617,637,13,352,370,12,484,495
22490,0,39,43,3,133,138,3,145,147,3,403,410,3,274,276,12,526,537,0,475,477,11,612,622,7,612,616,12,969,976,13,856,861,10,535,550,10,683,698
22620,18,304,316,34,890,924,42,1374,1415,62,3232,3288,58,2230,2287,89,3650,3741,73,3375,3451,88,3773,3859,100,3402,3505,95,4795,4887,75,3782,3862,36,2184,2219,35,3167,3206
22670,7,401,412,8,1241,1256,10,1609,1621,20,3655,3675,14,2417,2432,22,4205,4223,15,3899,3915,27,4690,4712,18,3927,3949,31,5825,5857,23,4490,4510,8,2549,2558,13,3419,3434
22750,18,655,673,31,1943,1974,42,2870,2916,100,6908,7008,86,4574,4657,73,7012,7085,90,6356,6452,112,7419,7528,97,6544,6635,114,10012,10123,104,8544,8654,78,4996,5072,86,8492,8583
22830,7,158,168,34,485,522,56,765,817,79,1715,1800,66,1188,1262,97,1912,2006,80,1732,1815,76,2018,2091,68,1730,1797,110,2493,2598,71,2019,2091,34,1195,1225,42,1583,1625
22910,3,53,55,7,172,172,0,244,244,10,635,640,3,341,347,9,593,597,9,574,578,13,584,600,3,463,465,12,573,582,5,448,458,4,248,253,3,348,349
22980,0,29,29,0,71,70,4,117,121,8,273,274,3,132,134,4,261,265,3,203,204,7,200,199,8,178,180,3,212,215,4,156,159,3,83,84,0,110,110
23110,0,255,260,9,669,680,10,893,903,11,2032,2046,13,1167,1178,14,1942,1954,28,1974,2001,21,2406,2426,16,2154,2171,28,3691,3719,26,3412,3439,26,2198,2222,43,5750,5790
23190,0,68,63,3,175,178,16,296,308,16,692,708,10,458,467,21,631,649,15,670,684,15,707,723,10,656,670,19,893,903,4,663,666,3,340,348,4,475,479
23270,3,445,450,11,1178,1192,27,1376,1402,19,3367,3386,34,2472,2510,49,4295,4344,41,4455,4493,53,5501,5558,67,4973,5042,99,7738,7839,75,6619,6699,44,3876,3928,61,5966,6032
23350,3,47,51,3,121,124,3,192,194,7,415,418,8,267,274,9,499,506,3,441,447,7,521,525,10,495,504,14,680,696,10,573,587,4,358,367,3,499,501
23430,4,420,424,13,990,1001,8,1470,1477,16,3465,3482,9,2272,2283,21,3549,3565,16,3523,3538,28,4275,4304,29,3973,4001,49,6458,6500,30,6220,6249,25,4241,4261,50,8792,8836
23670,4,317,321,9,756,769,8,1098,1107,21,2835,2861,16,2047,2063,25,3480,3509,24,3512,3539,26,4372,4401,30,4064,4090,48,6700,6754,44,6479,6522,22,4261,4286,58,7443,7499
23810,6,251,260,33,858,891,27,1253,1279,56,2606,2662,48,1648,1697,54,2566,2622,48,2074,2119,53,2256,2306,46,1905,1954,49,2875,2925,36,2376,2410,14,1336,1350,41,2382,2418
23940,0,54,54,0,103,100,5,145,148,4,410,422,4,158,162,10,313,321,4,270,270,10,262,268,3,191,197,6,262,267,0,157,156,0,74,74,3,99,100
24130,0,110,110,6,230,235,5,341,345,7,854,862,6,539,539,13,928,938,5,914,926,6,1208,1216,8,1082,1098,27,1868,1898,15,1788,1800,7,1180,1184,26,2651,2673
24210,0,414,414,5,670,671,0,813,813,4,2023,2027,3,1458,1467,4,2474,2477,4,2340,2340,9,2850,2857,10,2581,2588,15,4350,4369,17,3904,3920,9,2661,2667,30,8176,8205
24250,0,36,36,0,74,73,0,102,103,7,306,312,3,201,201,0,304,304,0,260,259,3,316,323,6,252,258,5,334,338,4,236,242,0,143,146,3,192,192
24330,3,297,302,12,832,840,18,942,961,13,1621,1635,7,1100,1105,19,1743,1761,23,1773,1801,19,2366,2385,12,2078,2093,34,3576,3612,29,3282,3312,19,2162,2182,35,5150,5180
24410,3,265,267,9,627,635,7,899,907,14,2312,2333,11,1707,1715,23,2495,2514,17,2605,2625,27,3200,3224,24,2953,2975,51,4944,4997,22,4600,4626,23,3237,3264,37,5689,5724
24600,3,1169,1169,14,1794,1801,5,1529,1536,12,1915,1929,7,1891,1895,10,2249,2257,9,2855,2863,25,3789,3812,23,3484,3507,26,6044,6072,31,5905,5937,21,2758,2782,51,9406,9463
24650,9,240,244,14,629,645,16,748,761,22,1859,1888,25,1520,1550,42,2580,2624,41,2689,2731,58,3638,3692,40,3526,3564,66,5761,5831,69,5337,5406,30,3236,3265,56,4742,4800
24780,8,170,177,37,494,531,52,773,822,79,1731,1804,80,1033,1114,91,1860,1949,80,1575,1660,75,1705,1779,64,1502,1568,74,2102,2176,53,1587,1638,25,857,874,33,1165,1194
24850,6,87,91,7,242,253,5,353,360,8,827,838,23,569,589,26,972,1000,18,952,977,31,1164,1199,18,1111,1126,37,1777,1815,34,1509,1543,19,947,966,20,1267,1289
24900,0,108,105,7,292,300,10,400,408,31,1097,1125,14,594,609,27,1110,1136,25,879,905,28,968,991,24,834,858,25,1133,1161,19,817,833,6,427,436,15,554,573
24970,3,743,746,11,1241,1246,7,1488,1497,8,3396,3396,8,2356,2363,11,3887,3902,12,3701,3712,20,4760,4778,16,4082,4102,23,6791,6813,20,6620,6641,22,4387,4408,32,10430,10461
25060,4,376,381,7,912,918,9,1186,1190,10,2430,2444,10,1565,1573,16,2651,2670,25,2457,2475,8,3029,3040,20,2817,2832,26,4681,4710,28,4531,4557,17,3008,3024,52,8607,8658
25150,3,92,93,4,219,226,4,294,296,4,722,730,4,486,491,10,849,861,14,720,729,23,920,939,11,855,863,19,1331,1349,27,1215,1245,13,752,768,24,1261,1282
25250,3,495,499,23,1408,1425,18,1763,1783,27,3846,3877,22,2315,2343,34,3766,3804,39,3592,3630,42,4680,4727,33,4355,4386,52,7281,7329,74,6690,6765,33,4338,4371,61,9132,9187
25340,0,425,422,18,1021,1036,27,1650,1680,30,4324,4350,43,3005,3046,54,4654,4709,55,4195,4244,58,4892,4948,57,4153,4208,85,6391,6470,55,5301,5359,37,3257,3295,57,6743,6803
25430,0,82,83,7,195,203,3,307,312,4,801,806,10,480,491,10,722,729,3,613,620,5,709,712,6,557,562,6,769,776,8,550,559,0,280,287,5,430,437
25490,0,56,60,0,123,124,3,181,189,5,426,428,0,304,305,3,488,494,7,458,462,10,517,527,16,486,503,14,730,742,7,537,543,0,306,306,3,480,479
25620,3,45,50,7,150,152,3,230,232,7,477,486,3,291,293,3,494,495,4,399,401,5,457,467,6,405,412,22,556,575,12,431,443,7,251,255,3,314,317
25710,0,112,111,3,211,213,3,254,256,3,644,652,0,527,524,6,793,805,4,874,875,5,1219,1224,10,1202,1211,13,2239,2250,11,2367,2383,14,1864,1881,32,4951,4982
25810,0,53,52,4,141,147,7,194,201,11,555,560,3,291,292,9,477,488,7,434,437,10,406,415,6,371,374,3,438,439,4,324,328,3,162,161,3,213,223
25900,3,330,334,13,887,907,16,1245,1263,16,1867,1879,8,1396,1402,17,1893,1910,10,2252,2256,22,3016,3042,22,2968,2985,24,5395,5414,22,5370,5394,19,2702,2722,38,10786,10827
25990,0,38,38,0,83,84,3,130,134,3,323,327,8,159,165,9,305,310,5,214,218,3,260,270,5,189,195,14,268,277,0,146,146,0,81,81,3,103,108
26080,0,17,17,0,20,20,0,33,33,0,91,91,0,77,77,0,94,94,0,104,107,0,118,114,0,88,89,0,121,121,0,85,90,0,61,61,0,132,138
26170,0,113,115,7,300,312,7,416,418,8,1073,1090,8,609,619,12,1021,1036,10,919,925,19,1003,1018,10,834,844,15,1144,1165,4,840,847,3,477,483,7,636,643
26260,3,50,54,4,179,182,8,235,246,5,610,617,14,379,390,16,579,598,19,541,558,13,576,585,14,492,508,0,714,720,3,459,464,7,256,262,7,376,382
26350,0,359,362,4,753,756,4,959,965,3,1615,1623,3,1297,1301,9,1695,1705,9,2031,2044,14,2664,2681,15,2654,2672,21,4806,4829,22,4781,4802,16,2449,2465,51,11894,11945
26430,0,44,44,3,133,134,4,158,158,4,454,456,4,265,267,0,412,410,4,333,338,9,355,363,7,298,306,11,426,430,5,284,283,0,162,166,0,226,229
26490,0,70,70,4,157,158,0,199,205,3,493,495,4,388,393,10,677,682,0,602,605,5,860,864,5,733,744,7,1199,1209,5,1135,1144,14,747,752,13,1543,1556
26610,3,58,60,15,151,163,20,259,281,24,633,663,24,364,388,45,664,704,17,541,553,28,667,701,32,559,597,30,780,810,27,564,593,12,293,304,12,430,442
26670,0,20,23,3,58,63,3,97,97,6,236,244,6,121,127,0,224,228,4,188,195,9,211,222,3,195,198,0,249,250,0,161,159,0,106,106,3,145,143
26700,3,71,74,5,260,266,7,419,425,12,1007,1022,10,615,620,17,1005,1024,30,960,983,21,1070,1086,15,844,851,34,1150,1183,10,943,951,5,521,522,10,680,691
26730,3,88,90,10,317,325,9,461,474,17,999,1014,23,728,748,33,1070,1097,23,996,1024,29,1095,1121,24,979,999,19,1482,1501,22,1183,1204,10,717,724,13,986,998
26810,3,164,169,10,424,435,12,599,614,19,1442,1458,16,845,862,28,1454,1486,30,1257,1280,33,1438,1470,29,1149,1182,38,1679,1720,23,1297,1319,12,711,721,18,1299,1317
26890,0,11,11,0,47,50,0,56,57,3,165,167,0,87,86,4,178,182,0,138,135,0,154,156,0,134,131,0,139,139,0,113,113,0,56,56,0,101,100
26980,3,602,606,8,1224,1232,9,1444,1450,23,3335,3358,10,2493,2501,13,3454,3471,11,3568,3583,14,4451,4464,20,3824,3844,31,6217,6247,15,5913,5923,15,4040,4053,32,10299,10330
27070,0,436,438,7,1008,1013,20,1291,1314,29,3476,3508,37,2327,2356,47,4712,4764,48,4386,4433,57,5536,5595,67,5387,5450,114,8769,8880,73,7678,7754,48,4601,4652,84,6163,6243
27170,8,74,83,20,283,307,20,446,463,28,1013,1040,32,717,751,41,1121,1161,24,1080,1101,51,1235,1292,39,1189,1220,48,1740,1788,44,1512,1559,13,885,901,26,1048,1073
27260,0,379,383,19,975,999,17,1082,1098,25,2538,2563,32,2262,2292,57,3653,3709,50,4441,4488,54,5694,5751,72,5639,5709,103,9483,9586,84,8910,8999,59,5307,5368,78,8734,8818
27350,0,306,303,9,956,963,7,1023,1031,9,1633,1644,11,1083,1094,14,1417,1438,22,1598,1616,20,2047,2062,6,2026,2032,27,3795,3822,22,4087,4106,16,2421,2436,58,9409,9461
27450,7,323,327,10,817,827,20,1133,1152,28,2898,2930,40,2143,2186,36,3387,3427,53,3408,3458,55,4274,4324,71,3940,4013,92,6597,6687,79,6227,6304,43,3955,4000,55,6158,6215
27630,4,35,33,0,80,82,3,127,126,3,352,357,3,157,158,15,283,295,7,219,221,4,243,248,0,193,194,0,250,253,0,180,180,0,82,82,3,113,113
29399,0,6,6,0,3,3,0,3,3,0,9,9,0,4,4,0,6,9,0,16,16,0,9,11,0,15,15,0,11,11,0,12,12,0,8,10,0,12,12
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30250,3,0,3,25,0,25,3,0,3,32,0,32,8,0,11,21,4,19,28,0,28,29,0,32,25,7,25,14,14,30,8,6,12,3,3,6,6,7,17
30300,0,11,11,8,27,36,20,35,52,27,92,116,26,56,81,23,95,114,20,88,109,20,123,141,22,98,120,36,169,203,21,123,146,10,68,78,9,113,121
30370,3,47,51,5,83,88,16,121,138,18,273,295,16,149,167,25,301,322,18,260,279,18,335,349,13,307,323,25,523,553,37,568,605,28,323,352,26,721,751
30410,0,13,13,3,18,25,3,38,39,8,95,100,7,48,54,8,87,92,5,74,78,8,89,92,8,76,82,10,107,116,5,80,87,3,54,61,5,90,100
30450,0,0,0,0,0,0,0,3,3,0,3,7,0,7,7,3,5,3,0,11,11,0,13,14,3,4,9,0,12,12,0,7,7,0,6,6,0,7,7
30760,0,3,7,0,27,29,0,27,27,4,96,94,6,31,31,3,67,69,4,46,49,8,77,83,3,58,58,7,58,58,3,40,47,0,27,27,3,42,44
30900,0,0,0,3,0,4,0,3,3,0,4,9,4,0,3,4,9,10,8,10,13,0,6,8,0,8,14,3,10,18,0,7,10,0,13,10,3,6,10
31000,66,2543,2605,231,6245,6471,280,8317,8602,403,19113,19519,387,14217,14611,508,20339,20842,559,21934,22491,657,28957,29609,683,26981,27661,1028,46657,47681,945,45579,46518,612,29863,30482,1272,81409,82685
31750,0,0,0,0,4,4,0,0,0,0,6,6,0,0,3,0,12,12,0,9,7,0,11,11,3,13,19,6,9,17,0,7,7,3,4,8,0,11,16
31820,9,287,303,60,893,953,66,1199,1260,158,3541,3696,119,2089,2207,185,4043,4230,161,2924,3089,155,3121,3271,162,2515,2680,180,3342,3522,103,2470,2569,47,1278,1327,53,1962,2014
31900,3,55,56,15,128,143,21,209,229,34,521,556,21,298,321,49,568,618,36,450,479,38,564,599,34,486,522,29,710,737,40,571,606,8,329,342,19,510,527
31950,0,0,0,3,0,3,0,3,3,0,5,5,0,3,3,4,8,7,8,3,6,0,3,8,0,4,4,0,9,9,3,6,4,0,0,0,4,3,6
32080,58,312,371,155,988,1145,228,1380,1601,321,3154,3472,316,2430,2745,485,3609,4094,449,3700,4149,459,4418,4878,395,4054,4445,526,6322,6849,430,5552,5988,229,3196,3419,358,5252,5610
32250,0,3,8,7,9,15,7,20,28,14,33,44,5,15,21,14,28,36,11,22,30,19,32,47,19,36,58,24,47,69,15,44,57,9,27,36,20,34,55
32260,16,108,123,26,223,253,47,351,397,62,893,958,70,465,535,119,974,1093,110,842,948,113,921,1033,100,799,901,132,1077,1213,70,781,849,31,386,420,29,584,612
32270,0,62,63,12,155,165,18,185,195,18,391,411,18,233,253,36,381,416,26,384,408,35,563,600,34,564,600,48,1048,1099,51,1128,1185,52,622,666,75,1561,1636
32310,7,32,41,19,108,126,27,149,179,19,358,377,33,174,205,44,366,409,26,258,284,29,302,335,31,245,280,36,370,404,15,304,316,13,182,195,19,284,299
32330,5,0,5,30,0,30,23,0,23,28,0,28,25,0,30,28,0,28,28,0,28,34,0,34,25,0,25,21,0,21,10,0,10,3,0,3,3,0,3
32450,0,3,6,12,10,21,15,18,30,20,27,56,9,11,20,9,25,41,23,33,54,27,42,65,21,37,58,23,91,107,19,91,112,8,42,55,29,125,158
32500,3,12,9,13,30,44,3,56,63,23,134,157,12,60,71,12,88,99,20,94,118,24,93,119,24,69,95,27,118,146,21,102,127,11,45,53,13,76,90
32600,0,0,0,0,4,4,0,0,3,0,4,8,0,0,0,0,7,8,0,0,5,0,3,3,0,3,7,0,10,10,0,10,13,0,3,3,0,6,8
32750,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,11,11,0,3,3,3,12,9,3,8,5,0,11,11,4,3,7
32770,3,0,3,8,0,8,11,0,11,24,0,24,24,0,24,23,0,29,19,0,19,31,3,37,20,3,25,29,7,37,11,3,19,13,3,15,0,9,11
32810,6,31,35,11,113,122,12,143,153,15,304,322,25,210,234,30,322,348,30,293,327,32,349,376,23,331,359,32,471,509,19,394,411,13,169,184,16,269,280
33100,0,3,3,0,13,13,0,11,17,0,39,42,0,10,14,6,25,24,0,22,19,0,28,30,0,16,18,0,27,26,0,18,18,0,8,8,0,17,17
33200,0,6,7,0,18,18,4,23,26,6,37,43,0,19,17,10,35,44,0,42,43,7,50,56,3,32,38,6,59,70,3,50,47,3,23,25,0,35,35
33220,15,320,336,64,943,1007,77,1501,1578,146,4318,4463,139,2398,2533,214,4976,5191,191,3352,3547,192,3686,3873,182,2785,2966,179,3297,3476,121,2385,2502,67,1178,1243,66,1740,1801
33360,12,177,192,25,456,481,35,577,605,77,1173,1250,75,782,852,92,1293,1386,81,1127,1209,68,1319,1387,72,1286,1355,136,2161,2293,117,2432,2547,66,1454,1522,142,3366,3506
33430,29,1256,1288,103,3141,3246,92,4630,4719,181,12025,12202,216,9005,9221,311,14319,14631,320,13680,14004,433,16974,17406,402,15269,15669,601,24122,24724,539,20917,21456,355,12774,13130,565,23698,24264
33610,0,25,25,6,66,74,17,102,115,20,303,328,21,145,169,28,284,314,19,266,287,26,341,373,22,288,312,33,422,455,10,367,382,3,194,197,9,270,284
33620,11,159,164,27,440,469,34,683,719,71,2033,2099,67,1169,1236,98,2163,2260,79,1605,1686,87,1724,1809,71,1407,1475,92,1732,1824,45,1181,1227,27,636,670,31,838,867
33800,0,30,33,9,114,121,14,175,189,12,430,442,21,188,210,27,407,434,17,316,332,22,347,365,15,320,336,24,401,423,14,329,345,6,193,202,11,265,273
33830,0,0,0,21,0,21,17,0,17,23,0,23,22,0,26,27,0,27,10,0,12,18,0,20,26,7,30,16,3,19,14,3,19,0,0,3,3,0,3
33960,25,295,320,68,869,934,109,1379,1485,164,3480,3638,212,2690,2906,307,4320,4626,294,4462,4755,327,5564,5896,351,5246,5594,453,8222,8677,398,7078,7472,215,4236,4446,260,5906,6166
33980,3,41,45,7,68,79,0,90,91,10,219,229,15,113,134,11,228,238,24,200,222,15,319,331,18,331,349,26,663,689,62,941,1001,26,496,521,72,1429,1503
34420,0,0,0,26,0,26,10,0,10,13,0,13,24,0,24,18,0,18,32,3,34,23,0,19,21,3,24,19,11,33,15,4,18,3,3,8,3,3,10
34530,5,94,103,12,261,274,19,352,370,33,910,941,35,547,582,68,970,1035,41,762,804,57,926,975,49,795,837,80,1270,1348,56,1134,1189,38,710,748,55,1412,1465
34570,0,0,0,10,5,14,0,0,0,9,3,11,8,0,11,6,0,6,5,0,5,8,0,8,7,0,5,10,0,9,3,4,5,5,3,8,3,5,5
34580,3,86,92,12,243,249,16,321,344,40,993,1033,29,602,628,69,1134,1196,55,1013,1063,57,1116,1179,57,1020,1071,92,1437,1529,56,1116,1174,41,708,749,41,902,947
34590,20,485,502,71,1446,1516,114,2055,2169,206,5487,5686,224,4062,4284,288,6978,7269,317,6710,7031,394,8306,8703,389,7867,8258,588,12423,13008,476,10923,11396,306,6496,6801,370,9503,9866
34710,0,9,16,0,28,28,8,52,58,7,84,93,6,53,55,4,86,94,8,88,97,9,109,113,15,97,106,4,157,159,4,143,145,8,71,72,7,107,115
34770,25,281,302,71,796,865,94,1025,1119,152,2358,2516,148,1550,1699,208,2414,2619,153,2321,2474,218,2795,3008,213,2575,2786,270,4293,4561,218,4236,4459,157,2630,2784,226,4969,5194
34800,0,3,3,0,6,6,0,9,6,0,24,28,0,4,4,0,12,11,0,21,24,0,26,27,0,18,18,0,21,21,0,21,21,0,12,12,3,26,27
34830,0,0,0,4,0,4,3,0,3,7,0,7,5,0,5,11,0,12,10,0,10,8,0,8,7,0,10,10,3,11,3,3,4,0,0,0,0,0,0
34860,7,33,39,21,84,106,20,124,144,21,237,257,20,161,186,36,261,295,24,273,301,39,322,360,26,309,336,36,506,546,38,420,458,24,250,268,39,437,474
34880,9,63,70,47,185,228,48,287,332,44,637,679,52,339,388,63,672,733,68,512,581,76,612,688,54,484,537,79,663,747,48,529,575,27,312,344,29,436,466
35010,37,784,825,105,2099,2201,140,3394,3540,271,9178,9444,279,6668,6941,453,11043,11497,521,10086,10602,513,12247,12768,526,11083,11615,717,17935,18649,608,15858,16464,331,9894,10231,552,16925,17475
35250,3,0,3,21,0,21,6,0,6,22,0,22,15,0,15,22,3,20,20,3,18,21,6,29,10,4,13,18,6,25,11,9,18,5,6,14,0,12,15
35300,15,19,27,44,56,100,41,71,118,59,143,206,41,104,145,70,166,237,56,168,228,72,239,315,80,262,338,110,562,673,114,822,931,84,479,564,172,1290,1462
35600,0,8,13,7,28,38,16,58,74,18,141,167,12,64,77,17,105,123,23,104,123,15,104,121,20,92,112,15,135,147,14,145,158,7,80,86,11,118,124
35670,7,0,7,17,0,17,10,0,10,30,0,30,21,0,21,28,0,28,24,0,23,18,3,19,23,0,24,14,0,16,15,0,18,3,0,3,10,3,12
35740,0,148,149,3,444,451,3,581,584,23,1541,1562,22,1077,1099,28,1807,1841,34,1577,1614,40,1856,1898,31,1578,1614,55,2288,2342,39,1660,1702,21,948,969,27,1826,1857
35760,4,36,45,7,93,107,13,158,174,25,431,457,25,203,231,37,391,429,26,307,332,29,314,350,19,273,292,29,323,354,20,244,268,6,115,124,3,197,204
35780,5,0,5,13,0,12,32,4,29,33,3,37,46,3,49,59,4,63,58,3,59,52,14,69,73,14,85,52,15,62,50,12,60,17,13,30,25,20,40
35790,5,0,5,33,0,33,7,0,7,37,0,37,23,0,23,32,0,32,58,0,62,42,0,42,47,5,49,61,4,59,45,3,51,13,3,17,16,8,26
35800,4,3,6,17,8,27,18,20,36,14,60,77,10,26,35,15,51,65,16,33,54,16,42,50,11,31,49,7,40,52,10,30,38,3,22,24,3,36,38
36070,0,0,3,22,0,26,15,0,15,26,0,26,17,0,17,17,5,23,18,3,16,14,0,19,15,4,12,15,12,19,6,6,13,7,4,5,3,3,7
36150,0,9,9,3,10,9,5,8,12,3,17,23,0,12,13,5,19,31,3,25,26,3,18,22,9,19,25,3,27,29,3,26,32,3,14,17,0,24,21
36250,10,300,313,21,813,836,44,1185,1223,93,3284,3375,78,2155,2239,119,3757,3876,120,3185,3306,138,3940,4082,120,3532,3651,217,5910,6135,185,5784,5970,123,3913,4033,181,7639,7818
36300,0,3,3,0,4,4,0,11,14,0,23,22,0,10,10,5,19,27,0,22,22,0,31,31,0,25,22,0,30,35,5,21,28,0,12,12,3,15,18
36370,27,192,220,90,541,627,93,817,908,159,2133,2285,128,1290,1421,207,2134,2341,189,1884,2065,237,2123,2359,179,1917,2099,261,3093,3349,215,2616,2829,119,1574,1690,154,2518,2674
36510,5,100,103,13,221,231,6,349,358,34,1105,1136,37,713,757,54,1269,1326,47,1045,1092,43,1200,1244,41,1110,1155,74,1576,1648,54,1285,1340,32,686,712,43,1241,1281
36580,0,82,84,11,188,197,14,253,264,17,789,809,18,403,418,40,858,898,40,695,741,54,787,837,35,631,667,59,929,987,33,705,743,11,365,380,23,504,526
36630,14,99,115,10,329,339,27,436,465,57,1386,1441,51,665,718,84,1469,1552,72,1044,1115,73,1015,1088,65,905,965,70,1050,1121,40,790,836,26,413,438,29,610,639
36660,7,136,143,15,344,366,32,442,471,49,1344,1388,50,778,832,81,1524,1605,71,1095,1161,77,1231,1308,56,1071,1127,74,1321,1394,46,918,970,14,449,464,25,550,578
36720,25,666,688,49,1904,1957,77,2780,2861,129,7697,7822,153,5564,5715,209,9163,9374,217,8088,8306,242,9653,9897,255,8618,8869,394,12330,12719,300,10377,10678,188,6209,6397,233,10799,11037
36820,14,95,110,27,241,267,29,346,378,49,937,990,52,474,529,60,955,1013,58,734,797,55,852,907,59,595,658,64,782,851,44,624,676,27,360,386,26,549,570
36910,21,385,410,64,967,1027,85,1497,1581,158,4288,4444,173,2850,3024,253,4830,5083,259,4284,4540,255,4969,5229,239,4354,4591,337,6644,6981,247,5673,5916,134,3378,3509,193,5463,5661
